brokerage,company_number,company_name,CompanyName, CompanyNumber,RegAddress.PostTown,RegAddress.County,RegAddress.Country,RegAddress.PostCode,CompanyCategory,CompanyStatus,CountryOfOrigin,SICCode.SicText_1,SICCode.SicText_2,SICCode.SicText_3,SICCode.SicText_4
Marsh Commercial (Southampton),03028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,03028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Boyd & Company Limited (Premier),SC161696,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,BOYD & COMPANY LIMITED,SC161696,PAISLEY,RENFREWSHIRE,,PA1 1LY,Private Limited Company,Active,United Kingdom,66210 - Risk and damage evaluation,66220 - Activities of insurance agents and brokers,,
Forum Finance Ltd t/as Forum Insurance (Connect),02524970,COMMONWEALTH INSURANCE FORUM LTD,FORUM FINANCE LIMITED,02524970,HARROW,MIDDLESEX,,HA3 0EY,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Richard Thompson (Insurance Brokers) Ltd,02603334,RICHARD THOMPSON (INSURANCE BROKERS) LIMITED,RICHARD THOMPSON (INSURANCE BROKERS) LIMITED,02603334,WOKING,SURREY,,GU21 7SA,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Hughes Insurance Services Limited,04451375,HUGHES INSURANCE SERVICES LIMITED,HUGHES INSURANCE SERVICES LIMITED,04451375,LONDON,,,EC3M 3AW,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Cairn Corporate Ltd,SC401788,CASTLE CAIRN (INSURANCE BROKERS) LIMITED,CAIRN CORPORATE LTD.,SC401788,KIRKCALDY,FIFE,,KY1 2SA,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
W Denis Insurance Brokers Plc,00759111,W. DENIS (INSURANCE BROKERS) PLC,W. DENIS (INSURANCE BROKERS) PLC,00759111,LEEDS,,,LS3 1LQ,Public Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Brunel Insurance Brokers Ltd (Hedron Network),07182252,BRUNEL INSURANCE BROKERS LTD,BRUNEL INSURANCE BROKERS LTD,07182252,BRISTOL,,UNITED KINGDOM,BS1 6DZ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Hencilla Canworth Ltd,01593283,HENCILLA CANWORTH LIMITED,HENCILLA CANWORTH LIMITED,01593283,CROYDON,SURREY,UNITED KINGDOM,CR9 5BB,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Arthur J Gallagher (UK) Ltd - Allison & Partners Household,01193013,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,ARTHUR J. GALLAGHER (UK) LIMITED,01193013,LONDON,,,EC4N 8AW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
SPF Oak,13416078,OAKES INSURANCE BROKERS LTD,OAK BROKERS LIMITED,13416078,ROMFORD,ESSEX,ENGLAND,RM3 0JU,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
BLW Insurance Brokers Ltd,01022249,BLW INSURANCE BROKERS LTD,BLW INSURANCE BROKERS LTD,01022249,WICKFORD,ESSEX,,SS11 7AT,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Aston Lark Limited (Derby),02831010,ASTON INSURANCE BROKERS LIMITED,ASTON LARK LIMITED,02831010,LONDON,,UNITED KINGDOM,EC3A 5AF,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Towergate (Wales and Bristol),04043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,04043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Miller Insurance Services Ltd,OC301468,MILLER INSURANCE SERVICES LLP,MILLER INSURANCE SERVICES LLP,OC301468,LONDON,,,EC3R 7NQ,Limited Liability Partnership,Active,United Kingdom,None Supplied,,,
Sense Risk Solutions Limited (Willis Network),11947331,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD,SENSE RISK SOLUTIONS LIMITED,11947331,BRISTOL,,ENGLAND,BS16 7FR,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
John Henshall ltd t/as Bayliss & Cooke (Willis Network),03794231,BRIAN JOHNSTON & CO (INSURANCE BROKERS) LIMITED,JOHN HENSHALL LIMITED,03794231,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,64999 - Financial intermediation not elsewhere classified,,,
Thompson & Co (Risk Solutions) Ltd (Hedron Network),09135999,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),THOMPSON & CO (RISK SOLUTIONS) LTD,09135999,SOLIHULL,WEST MIDLANDS,ENGLAND,B90 8AH,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Cobra Network Ltd,03233679,COBRA INSURANCE BROKERS LIMITED,COBRA INSURANCE BROKERS LIMITED,03233679,RETFORD,,ENGLAND,DN22 7SW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Attis Insurance Brokers Ltd (Premier),12955173,ATTIS INSURANCE BROKERS LTD,ATTIS INSURANCE BROKERS LTD,12955173,LEEDS,,ENGLAND,LS11 8EG,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Finch Commercial Insurance Brokers Limited t/as Finch Hughes & King (Premier) CANX,04251300,FINCH COMMERCIAL INSURANCE BROKERS LTD,FINCH COMMERCIAL INSURANCE BROKERS LTD,04251300,READING,BERKSHIRE,UNITED KINGDOM,RG5 3JP,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Lansdowne Woodward Ltd,04583177,WOODWARD MARKWELL FINANCIAL ADVISERS LTD,LANSDOWNE WOODWARD LIMITED,04583177,FERNDOWN,DORSET,,BH22 9JG,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Surrey Independent Advisers Ltd (Connect),02947585,SURREY INDEPENDENT ADVISERS LIMITED,SURREY INDEPENDENT ADVISERS LIMITED,02947585,SURBITON,SURREY,,KT6 6HE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
D.M. Cager (Insurance Brokers) Ltd,00975767,D M CAGER (INSURANCE BROKERS) LIMITED,D M CAGER (INSURANCE BROKERS) LIMITED,00975767,MAIDENHEAD,BERKS,,SL6 1EF,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Movo Eastbounre Ltd CANX,07176446,MOVO HEALTH & LIFE LTD,MOVO HEALTH & LIFE LTD,07176446,CHISLEHURST,,ENGLAND,BR7 5AS,Private Limited Company,Active,United Kingdom,65110 - Life insurance,,,
Aston Lark Limited t/as Plester Group,02831010,ASTON INSURANCE BROKERS LIMITED,ASTON LARK LIMITED,02831010,LONDON,,UNITED KINGDOM,EC3A 5AF,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Towergate (West Midlands),04043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,04043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Mint Insurance Brokers Ltd,08397693,MINT INSURANCE BROKERS LIMITED,MINT INSURANCE BROKERS LIMITED,08397693,LONDON,,UNITED KINGDOM,EC2A 4LU,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Partners&. (South East),00497227,AAA INSURANCE & REINSURANCE BROKERS LIMITED,PARTNERS& LIMITED,00497227,HIGH WYCOMBE,BUCKINGHAMSHIRE,ENGLAND,HP13 6NU,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Aston Lark Limited t/as Venture Insurance Brokers Ltd,02831010,ASTON INSURANCE BROKERS LIMITED,ASTON LARK LIMITED,02831010,LONDON,,UNITED KINGDOM,EC3A 5AF,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
A-Plan (Bournemouth),00750484,AAA INSURANCE & REINSURANCE BROKERS LIMITED,A-PLAN HOLDINGS,00750484,WITNEY,OXFORDSHIRE,,OX28 4LE,Private Unlimited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Arthur J Gallagher (UK) Ltd (Chelmsford),01193013,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,ARTHUR J. GALLAGHER (UK) LIMITED,01193013,LONDON,,,EC4N 8AW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Hallsdale Insurance Brokers Ltd (Willis Network),12118930,HALLSDALE COMMERCIAL INSURANCE BROKERS LIMITED,HALLSDALE COMMERCIAL INSURANCE BROKERS LIMITED,12118930,COLINDALE,LONDON,UNITED KINGDOM,NW9 6BX,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
KPTI Ltd T/a IS Insurance Solutions (Hedron Network),03944038,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD UK BRANCH,KPTI LIMITED,03944038,LONDON,,ENGLAND,NW9 8UG,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Marsh (Central Insurance Services),03028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,03028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Towergate (Kings Lynn),04043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,04043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
A Plan (Bedford),00750484,AAA INSURANCE & REINSURANCE BROKERS LIMITED,A-PLAN HOLDINGS,00750484,WITNEY,OXFORDSHIRE,,OX28 4LE,Private Unlimited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Mantra Consultancy and Capital Limited t/a Mantra Insurance (Willis Network),09525855,MANTRA CONSULTANCY & CAPITAL LIMITED,MANTRA CONSULTANCY & CAPITAL LIMITED,09525855,MANCHESTER,,ENGLAND,M3 4LY,Private Limited Company,Active,United Kingdom,64999 - Financial intermediation not elsewhere classified,,,
Tysers (E&S),02957627,TYSERS INSURANCE BROKERS LIMITED,TYSERS INSURANCE BROKERS LIMITED,02957627,LONDON,,UNITED KINGDOM,EC3M 4BS,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Marsh Commercial (Inverness),03028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,03028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Towergate (Darlington),04043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,04043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Channel Insurance Brokers Limited,01069192,CHANNEL INSURANCE CONSULTANTS LIMITED,CHANNEL INSURANCE CONSULTANTS LIMITED,01069192,BEDFORD,BEDFORDSHIRE,,MK44 3LF,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Onyx Brokers Ltd t/as Churchside Insurance (Hedron Network),07839702,ONYX INSURANCE BROKERS LIMITED,ONYX INSURANCE BROKERS LIMITED,07839702,LONDON,,ENGLAND,EC3M 4BE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Blackmore Borley (Premier),03317764,WILLIAMS BLACKMORE INSURANCE BROKERS LTD,BLACKMORE BORLEY LIMITED,03317764,LONDON,,UNITED KINGDOM,EC3N 2HP,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Inval Holdings Ltd t as Routen Chaplin,00847184,ROUTEN CHAPLIN HOLDINGS LIMITED,INVAL HOLDINGS LIMITED,00847184,NOTTINGHAM,,,NG10 1JE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Robert Arthur Davies Limited (Advantage),00941718,ARTHUR BROWN (INSURANCE BROKERS) LIMITED,ROBERT ARTHUR DAVIES LIMITED,00941718,WORCESTERSHIRE,,,DY10 1QN,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Anami Agencies Ltd (Premier),10343123,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),ANAMI AGENCIES LTD,10343123,ELTHAM,LONDON,ENGLAND,SE9 2PH,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Coversure Insurance Services Ltd (London East),02381990,COVERSURE INSURANCE SERVICES LIMITED,COVERSURE INSURANCE SERVICES LIMITED,02381990,HUNTINGDON,CAMBRIDGESHIRE,,PE29 6SR,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Arthur J Gallagher (UK) Ltd (Broker One Ltd),01193013,ARTHUR J. GALLAGHER & CO (ILLINOIS) LLC,ARTHUR J. GALLAGHER (UK) LIMITED,01193013,LONDON,,,EC4N 8AW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
K D Insurance Brokers (Hedron Network),04995496,DAINES KAPP INSURANCE BROKERS LIMITED,K D H INSURANCE BROKERS LIMITED,04995496,BRIERLEY HILL,WEST MIDLANDS,ENGLAND,DY5 3EE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Drayton Ins. Limited (Premier),09922527,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,DRAYTON LIMITED UK LTD,09922527,LONDON,,ENGLAND,N16 6RP,Private Limited Company,Active,United Kingdom,47910 - Retail sale via mail order houses or via Internet,,,
T H March & Co Ltd,00116175,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),T.H.MARCH & CO.LIMITED,00116175,,,,EC1N 6RY,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Hedron Connect Placement Desk,08655664,CONNECT INSURANCE BROKERS LIMITED,HEDRON LIMITED,08655664,NOTTINGHAM,NOTINGHAMSHIRE,ENGLAND,NG14 6FG,Private Limited Company,Active,United Kingdom,41202 - Construction of domestic buildings,,,
Channel Insurance Brokers (Jersey) Limited,SC617969,CHANNEL BROKERS LIMITED,CHANNEL BROKERS LIMITED,SC617969,GLASGOW,,SCOTLAND,G1 1DA,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Lycetts (HPC),02057974,AAA INSURANCE & REINSURANCE BROKERS LIMITED,LYCETTS FINANCIAL SERVICES LIMITED,02057974,NEWCASTLE UPON TYNE,,,NE1 1PP,Private Limited Company,Active,United Kingdom,65110 - Life insurance,66290 - Other activities auxiliary to insurance and pension funding,,
RS Risk Solutions Limited (Hedron Network),11899365,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD,RS RISK SOLUTIONS LIMITED,11899365,HEATHFIELD,EAST SUSSEX,ENGLAND,TN21 8FP,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Edison Ives Ltd (Hedron Network),11235888,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),EDISON IVES LIMITED,11235888,LEEDS,,ENGLAND,LS11 8TU,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Towergate (Aberdeen),04043759,ARDONAGH ADVISORY HOLDINGS LIMITED,ADVISORY INSURANCE BROKERS LIMITED,04043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Denis O Brown & Associates Limited,SC046416,DENIS O. BROWN & ASSOCIATES LIMITED,DENIS O. BROWN & ASSOCIATES LIMITED,SC046416,STIRLING,,,FK9 5PN,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Wrightsure Services Ltd,01693417,WRIGHTSURE INSURANCE SERVICES (NORTH WEST) LIMITED,WRIGHTSURE INSURANCE SERVICES (NORTH WEST) LIMITED,01693417,SOUTHEND ON SEA,ESSEX,,SS2 6HZ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Rockland Risk Services Limited t/a IGG Insurance Brokers,11803491,G. DRIESSEN JR. RIJSWIJK B.V. TRADING AS CLEAR RISK INSURANCE BROKERS LTD,ROCKLAND RISK SERVICES LIMITED,11803491,MANCHESTER,,ENGLAND,M1 3BE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Vista Insurance Brokers Limited,09044347,VISTA INSURANCE BROKERS LTD,VISTA INSURANCE BROKERS LTD,09044347,MANCHESTER,,,M2 7LE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Arthur J Gallagher (UK) Ltd (Bollington Underwriting Ltd),01193013,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,ARTHUR J. GALLAGHER (UK) LIMITED,01193013,LONDON,,,EC4N 8AW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Marsh FINPRO Scotland,03028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,03028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Stewart Miller McCulloch & Co (Insurance Brokers) Limited t/as Classic Insurance Services,01469545,STEWART MILLER MCCULLOCH & CO (INSURANCE BROKERS) LIMITED,STEWART MILLER MCCULLOCH & CO (INSURANCE BROKERS) LIMITED,01469545,WARLEY,WEST MIDLANDS,,B68 0PJ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Johnstone Insurance Brokers Ltd (Premier),05683941,JOHNSTONE INSURANCE BROKERS LIMITED,JOHNSTONE INSURANCE BROKERS LIMITED,05683941,NORTH LINCOLNSHIRE,,,DN15 6LD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
T Oscar &Co Ltd  t/a Rollins Insurance Brokers (Hedron Connect),NI003543,MILLER &CO (INSURANCE BROKERS) LIMITED,"T. OSCAR ROLLINS & CO., LIMITED",NI003543,HOLYWOOD,COUNTY DOWN,NORTHERN IRELAND,BT18 9HX,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
MGN (Rugby) Ltd t/as Coversure Insurance Services (Rugby),07528523,COVERSURE INSURANCE SERVICES LIMITED,MGN (RUGBY) LIMITED,07528523,RUGBY,WARWICKSHIRE,ENGLAND,CV21 2TP,Private Limited Company,Active,United Kingdom,82990 - Other business support service activities n.e.c.,,,
Headley Group Ltd CANX,04851495,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),HEADLEY GROUP LIMITED,04851495,ALTON,HAMPSHIRE,UNITED KINGDOM,GU34 1HG,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Aston Lark (Bingley),02831010,ASTON INSURANCE BROKERS LIMITED,ASTON LARK LIMITED,02831010,LONDON,,UNITED KINGDOM,EC3A 5AF,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
S & J Palmer t/as Coversure Insurance Services (Maidstone),08960993,COVERSURE INSURANCE SERVICES LIMITED,S & J PALMER LTD,08960993,POOLE,DORSET,,BH14 9BN,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Park Insurance Services,13091532,PARK INSURANCE SERVICES LIMITED,PARK INSURANCE SERVICES LIMITED,13091532,BRISTOL,,ENGLAND,BS5 8AA,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Besso Limited,00910680,BESSO INSURANCE BROKERS EUROPEAN SERVICES-UK BRANCH,BESSO LIMITED,00910680,LONDON,,ENGLAND,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Specialist Risk Insurance Solutions Limited,06368755,SPECIALIST RISK INSURANCE SOLUTIONS LIMITED,SPECIALIST RISK INSURANCE SOLUTIONS LIMITED,06368755,LONDON,,ENGLAND,EC3N 2LB,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Jensten Insurance brokers Ltd (Midlands),08284692,JENSTEN INSURANCE BROKERS LIMITED,JENSTEN INSURANCE BROKERS LIMITED,08284692,LONDON,,ENGLAND,EC3A 7BB,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
*Do not use* Towergate (Personal Lines),04043759,,ADVISORY INSURANCE BROKERS LIMITED,04043759,LONDON,,UNITED KINGDOM,EC3R 7PD,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,66220 - Activities of insurance agents and brokers,
Arthur J Gallagher Ltd (Chester),01193013,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,ARTHUR J. GALLAGHER (UK) LIMITED,01193013,LONDON,,,EC4N 8AW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Radius (I.B.) Limited (Premier),12539524,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,RADIUS (I.B.) LIMITED,12539524,HULL,,ENGLAND,HU10 6RJ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Bartlett & Co Ltd,00364202,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),BARTLETT & COMPANY LIMITED,00364202,LEEDS,,,LS18 4RS,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,65202 - Non-life reinsurance,,
Konsileo (Trading) Ltd,10100499,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),KONSILEO (TRADING) LIMITED,10100499,LONDON,,ENGLAND,WC2H 9JQ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
EIC Insurance Services Ltd (Premier),02331080,E.I.C. INSURANCE SERVICES LTD,E.I.C. INSURANCE SERVICES LTD,02331080,TRING,HERTFORDSHIRE,ENGLAND,HP23 4JX,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Marsh Commercial (Edinburgh),03028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,03028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
NW Risk Solutions Limited,13330088,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD,NW RISK SOLUTIONS LIMITED,13330088,PRENTON,MERSEYSIDE,UNITED KINGDOM,CH43 8SZ,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Greenfield Insurance Services Limited (Premier),09901544,GREENFIELD INSURANCE SERVICES LTD,GREENFIELD INSURANCE SERVICES LTD,09901544,HAVANT,HAMPSHIRE,ENGLAND,PO9 1QU,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Five Insurance Brokers Limited,07333184,FIVE INSURANCE BROKERS LIMITED,FIVE INSURANCE BROKERS LIMITED,07333184,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
OLD GRP Retail t/a R F Broadley,09850559,OLD OAK INSURANCE BROKERS LIMITED,GRP RETAIL LIMITED,09850559,LONDON,,ENGLAND,EC3R 7NE,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Choice Insurance Agency Ltd,04420555,CHOICE INSURANCE AGENCY LIMITED,CHOICE INSURANCE AGENCY LIMITED,04420555,SOUTHEND-ON-SEA,,ENGLAND,SS1 2NE,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
W H & R McCartney Ltd T/A W H & R McCartney Insurance Brokers,SC258009,WH & R MCCARTNEY LIMITED,WH & R MCCARTNEY LIMITED,SC258009,HAMILTON,SOUTH LANARKSHIRE,,ML3 6DA,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Arthur J Gallagher (UK) Ltd (Isle of Wight),01193013,ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,ARTHUR J. GALLAGHER (UK) LIMITED,01193013,LONDON,,,EC4N 8AW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
James Hallam Limited t/as Pinner Risk Solutions,01632840,INTERNATIONAL RISK SOLUTIONS INSURANCE BROKER (EUROPE) LTD,JAMES HALLAM LIMITED,01632840,DORKING,SURREY,,RH4 2HF,Private Limited Company,Active,United Kingdom,65110 - Life insurance,65120 - Non-life insurance,,
Kerry London Ltd (Isleworth),02006558,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),KERRY LONDON LIMITED,02006558,LONDON,,,EC3A 7JB,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
EIG Limited,03734110,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,EIG LIMITED,03734110,LONDON,,,SE1 1XW,Private Limited Company,Active,United Kingdom,64999 - Financial intermediation not elsewhere classified,,,
A.M.P. Insurance Brokers Limited,11618315,A.M.P INSURANCE BROKERS LIMITED,A.M.P INSURANCE BROKERS LIMITED,11618315,HAVANT,,ENGLAND,PO9 1TR,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
Willis (London Market),NI032004,WILLIS & COMPANY (INSURANCE BROKERS) LIMITED,WILLIS & COMPANY (INSURANCE BROKERS) LIMITED,NI032004,,,,BT1 2FH,Private Limited Company,Active,United Kingdom,66190 - Activities auxiliary to financial intermediation n.e.c.,66220 - Activities of insurance agents and brokers,,
LMR Insurance Services Ltd,11552805,LMR INSURANCE SERVICES LTD,LMR INSURANCE SERVICES LTD,11552805,STRATFORD-UPON-AVON,,ENGLAND,CV37 8NY,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
PIB Risk Services Ltd T/as PIB Insurance Brokers (Glasgow),02682789,PIB RISK SERVICES LIMITED,PIB RISK SERVICES LIMITED,02682789,RETFORD,NOTTINGHAMSHIRE,,DN22 7SW,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Marsh Commercial (Swindon),03028313,MARSH & COMPANY INSURANCE BROKERS LIMITED,MARSH & COMPANY INSURANCE BROKERS LIMITED,03028313,LEICESTER,,,LE1 6XF,Private Limited Company,Active,United Kingdom,65120 - Non-life insurance,,,
Sydney Charles Financial Services Limited,07219537,CHARLES CROWN INSURANCE BROKERS LTD,,,,,,,,,,,,,
McCarron Coates Ltd (Premier),11089004,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),MCCARRON COATES LTD,11089004,LEEDS,WEST YORKSHIRE,ENGLAND,LS27 0BZ,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
JJ Yates & Co Ltd,01766214,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),J.J. YATES & COMPANY LIMITED,01766214,STOCKPORT,CHESHIRE,,SK6 7BX,Private Limited Company,Active,United Kingdom,66220 - Activities of insurance agents and brokers,,,
