taco
brokerage,sic_codes,company_name,company_number,jurisdiction,last_full_members_list_date,date_of_creation,type,status,undeliverable_registered_office_address,has_been_liquidated,etag,has_insolvency_history,company_status,has_charges,registered_office_is_in_dispute,has_super_secure_pscs,can_file,registered_office_address.region,registered_office_address.postal_code,registered_office_address.locality,registered_office_address.address_line_1,accounts.next_accounts.period_end_on,accounts.next_accounts.due_on,accounts.next_accounts.overdue,accounts.next_accounts.period_start_on,accounts.last_accounts.made_up_to,accounts.last_accounts.type,accounts.last_accounts.period_start_on,accounts.last_accounts.period_end_on,accounts.next_due,accounts.next_made_up_to,accounts.accounting_reference_date.day,accounts.accounting_reference_date.month,accounts.overdue,confirmation_statement.next_made_up_to,confirmation_statement.overdue,confirmation_statement.last_made_up_to,confirmation_statement.next_due,links.self,links.filing_history,links.officers,links.persons_with_significant_control,registered_office_address.country,previous_company_names,registered_office_address.address_line_2,links.charges,links.persons_with_significant_control_statements,date_of_cessation,links.insolvency,branch_company_details.parent_company_name,branch_company_details.parent_company_number,branch_company_details.business_activity,links.overseas,external_registration_number,links.uk_establishments,foreign_company_details.accounts.must_file_within.months,foreign_company_details.accounts.account_period_to.day,foreign_company_details.accounts.account_period_to.month,foreign_company_details.accounts.account_period_from.day,foreign_company_details.accounts.account_period_from.month,foreign_company_details.accounting_requirement.foreign_account_type,foreign_company_details.accounting_requirement.terms_of_account_publication,foreign_company_details.governed_by,foreign_company_details.legal_form,foreign_company_details.originating_registry.country,foreign_company_details.originating_registry.name,foreign_company_details.business_activity,foreign_company_details.registration_number,foreign_company_details.is_a_credit_financial_institution,annual_return.last_made_up_to,links.registers,registered_office_address.care_of,super_secure_managing_officer_count,service_address.address_line_1,service_address.locality,service_address.postal_code,service_address.region,service_address.country,service_address.address_line_2,company_status_detail,partial_data_available
"A-Plan (Howden UK, Birmingham)",['66220'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur J Gallagher (UK) Ltd (Belfast(O),['66220'],ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,SC108909,scotland,2016-01-16,1988-01-26,ltd,,FALSE,FALSE,ade3832e1a81f789d9a78dd57975599178e93ce6,FALSE,active,TRUE,FALSE,FALSE,TRUE,Scotland,G2 7AT,Glasgow,Spectrum Building,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2024-01-16,FALSE,2023-01-16,2024-01-30,/company/SC108909,/company/SC108909/filing-history,/company/SC108909/officers,/company/SC108909/persons-with-significant-control,Scotland,"[{'effective_from': '1995-08-15', 'name': 'GILES INSURANCE BROKERS LIMITED', 'ceased_on': '2014-05-06'}, {'effective_from': '1988-03-24', 'name': 'GILES INSURANCE SERVICES LIMITED', 'ceased_on': '1995-08-15'}, {'name': 'SKILLPLEDGE LIMITED', 'ceased_on': '1988-03-24', 'effective_from': '1988-01-26'}]",55 Blythswood Street,/company/SC108909/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutton Winson Ltd,,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
Lonmar Global Risks,['66220'],LONMAR GLOBAL RISKS LIMITED,1302663,england-wales,2015-07-31,1977-03-15,ltd,,FALSE,,292cf2b340e8914c51fc869d9b17d62550601c90,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3R 7NE,London,7th Floor Corn Exchange,2022-12-31,2023-09-30,FALSE,2022-04-01,2022-03-31,full,2021-04-01,2022-03-31,2023-09-30,2022-12-31,31,12,FALSE,2023-07-31,FALSE,2022-07-31,2023-08-14,/company/01302663,/company/01302663/filing-history,/company/01302663/officers,/company/01302663/persons-with-significant-control,England,"[{'ceased_on': '2010-03-11', 'effective_from': '2008-04-14', 'name': 'SBJ GLOBAL RISKS LIMITED'}, {'name': 'SBJ LIMITED', 'effective_from': '1999-05-28', 'ceased_on': '2008-04-14'}, {'name': 'STEEL BURRILL JONES LIMITED', 'effective_from': '1977-12-31', 'ceased_on': '1999-05-28'}, {'ceased_on': '1977-12-31', 'name': 'GREGREST INSURANCE BROKERS LIMITED', 'effective_from': '1977-03-15'}]",55 Mark Lane,/company/01302663/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Churchill Insurance Consultants,,CHURCHILL INSURANCE CONSULTANTS,LP003358,england-wales,,1987-12-02,limited-partnership,,FALSE,FALSE,d7dde8cbe105eb9d0120d3c866f0a2f1d3891ed7,FALSE,active,FALSE,,,FALSE,,,,268 Watford Way,,,,,,,,,,,,,,,,,,/company/LP003358,/company/LP003358/filing-history,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verlingue (Redhill),['66220'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lycett Browne-Swinburne & Douglass Ltd (Billingshurst) (Willis Nework),['66220'],"LYCETT, BROWNE-SWINBURNE & DOUGLASS LIMITED",706042,england-wales,2015-08-03,1961-10-19,ltd,,FALSE,FALSE,646480485bf0e607320d9c36fdaa0c7e37f9a2a0,FALSE,active,TRUE,FALSE,FALSE,TRUE,,NE1 1PP,,Milburn House,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2023-09-04,FALSE,2022-09-04,2023-09-18,/company/00706042,/company/00706042/filing-history,/company/00706042/officers,/company/00706042/persons-with-significant-control,,,Newcastle-Upon-Tyne,/company/00706042/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold Wilson (Insurances) Limited,['65110'],HAROLD WILSON (INSURANCES) LIMITED,380493,england-wales,2015-11-20,1943-05-08,ltd,,FALSE,FALSE,bf4fa53053d999b44364b5df2dac37afb1cec203,FALSE,active,FALSE,FALSE,FALSE,TRUE,,NG7 4HG,,1/3 Waverley Street,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,group,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-11-20,FALSE,2022-11-20,2023-12-04,/company/00380493,/company/00380493/filing-history,/company/00380493/officers,/company/00380493/persons-with-significant-control,,,Nottingham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Verlingue,['66220'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Todd and Cue Ltd (Brokerbility),['65120'],TODD AND CUE LIMITED,1416380,england-wales,2015-08-24,1979-02-22,ltd,,FALSE,FALSE,b2af6e326b9e802a37779318ab057b7e46057ecd,FALSE,active,TRUE,FALSE,FALSE,TRUE,"Gateshead, Tyne & Wear.",NE11 0JQ,"Team Valley Trading Estate,","A2 Kingfisher House,",2023-02-28,2023-11-30,FALSE,2022-03-01,2022-02-28,small,2021-03-01,2022-02-28,2023-11-30,2023-02-28,28,2,FALSE,2023-08-24,FALSE,2022-08-24,2023-09-07,/company/01416380,/company/01416380/filing-history,/company/01416380/officers,/company/01416380/persons-with-significant-control,,,"Kingsway,",/company/01416380/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marsh Private Clients (North),['65120'],MARSH & COMPANY INSURANCE BROKERS LIMITED,3028313,england-wales,2016-03-01,1995-03-02,ltd,active,FALSE,FALSE,525a014af7ce0b11c6035129b4d666076feaa876,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LE1 6XF,Leicester,Lancelot House,2022-08-31,2023-08-31,FALSE,2021-09-01,2021-08-31,total-exemption-full,2020-09-01,2021-08-31,2023-08-31,2022-08-31,31,8,FALSE,2023-07-09,FALSE,2022-07-09,2023-07-23,/company/03028313,/company/03028313/filing-history,/company/03028313/officers,/company/03028313/persons-with-significant-control,,"[{'effective_from': '1995-03-02', 'name': 'MONHURST LIMITED', 'ceased_on': '1995-09-01'}]",1-3 Upper King Street,/company/03028313/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"A-Plan (Howden Insurance, London)",['65120'],"INSURANCE, RISK & CLAIMS MANAGEMENT LIMITED",3928405,england-wales,2016-02-17,2000-02-17,ltd,active,FALSE,FALSE,0a76dc852942f36b4084bad049a4890a6c17afeb,FALSE,active,FALSE,FALSE,FALSE,TRUE,,B3 1UF,Birmingham,14 Caroline Point 62 Caroline Street,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,small,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2024-02-21,FALSE,2023-02-21,2024-03-06,/company/03928405,/company/03928405/filing-history,/company/03928405/officers,/company/03928405/persons-with-significant-control,England,"[{'ceased_on': '2000-03-03', 'name': 'FREEGOLD FINANCE LIMITED', 'effective_from': '2000-02-17'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carroll Holman Insurance Brokers,['65120'],CARROLL HARVEY INSURANCE BROKERS LIMITED,5835787,england-wales,2016-06-02,2006-06-02,ltd,,FALSE,FALSE,06a6c4048d0fa3f907b729beedf726992528af2e,FALSE,active,FALSE,FALSE,FALSE,TRUE,,EC4N 7BE,London,75 Mezzanine Floor,2023-06-30,2024-03-31,FALSE,2022-07-01,2022-06-30,micro-entity,2021-07-01,2022-06-30,2024-03-31,2023-06-30,30,6,FALSE,2023-10-06,FALSE,2022-10-06,2023-10-20,/company/05835787,/company/05835787/filing-history,/company/05835787/officers,/company/05835787/persons-with-significant-control,England,"[{'ceased_on': '2006-06-29', 'effective_from': '2006-06-02', 'name': 'ICEPLATE LIMITED'}]",75 King William Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Miller,['66220'],DAVID J MILLER INSURANCE BROKERS LIMITED,3960571,england-wales,2016-03-30,2000-03-30,ltd,active,FALSE,FALSE,025f638d4660ca7df78957003b293fcf29c1e30b,FALSE,active,TRUE,FALSE,FALSE,TRUE,Lancashire,BB5 3HS,Accrington,339 Union Road,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,total-exemption-full,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2024-03-30,FALSE,2023-03-30,2024-04-13,/company/03960571,/company/03960571/filing-history,/company/03960571/officers,/company/03960571/persons-with-significant-control,,"[{'effective_from': '2000-03-30', 'name': 'DAVID J MILLER INSURANCE SERVICES LIMITED', 'ceased_on': '2000-10-23'}]",Oswaldtwistle,/company/03960571/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lumley Insurance Limited,['66220'],LUMLEY INSURANCE LTD,2813133,england-wales,2016-04-27,1993-04-27,ltd,active,FALSE,FALSE,e305482ebf079e9018800c27e9302695f8857a76,FALSE,active,TRUE,FALSE,FALSE,TRUE,,GL7 1YS,Cirencester,Lumley House 56 Elliott Road,2022-12-31,2023-09-30,FALSE,2022-01-01,2021-12-31,total-exemption-full,2021-01-01,2021-12-31,2023-09-30,2022-12-31,31,12,FALSE,2024-04-27,FALSE,2023-04-27,2024-05-11,/company/02813133,/company/02813133/filing-history,/company/02813133/officers,/company/02813133/persons-with-significant-control,England,"[{'ceased_on': '2012-12-11', 'effective_from': '2012-09-26', 'name': 'LUMLEY ST AUBYN INSURANCE SERVICES LIMITED'}, {'name': 'LUMLEY INSURANCE LIMITED', 'effective_from': '2012-09-06', 'ceased_on': '2012-09-26'}, {'ceased_on': '2012-09-06', 'name': 'LUMLEY ST AUBYN INSURANCE SERVICES LIMITED', 'effective_from': '2005-11-21'}, {'ceased_on': '2005-11-21', 'name': 'TAYLOR ST. AUBYN INSURANCE SERVICES LIMITED', 'effective_from': '1995-10-17'}, {'ceased_on': '1995-10-17', 'name': 'TAYLOR TREVALDWYN LIMITED', 'effective_from': '1993-08-09'}, {'ceased_on': '1993-08-09', 'effective_from': '1993-04-27', 'name': 'GATELEDGE LIMITED'}]",Love Lane Industrial Estate,/company/02813133/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHIB Limited t/as Brokerbility Insurance Brokers,,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED UK BRANCH,BR021299,,,2019-03-06,uk-establishment,,,,286fb49a451c6e24299c7f53121a63149721c0fa,,closed,,,FALSE,FALSE,,EC3A 7AG,London,The St Botolph Building 138 Houndsditch,,,,,,,,,,,,,,,,,,/company/BR021299,,,,,,,,,,,LOCKTON INSURANCE BROKERS (IRELAND) LIMITED,FC036211,Insurance Intermediation,/company/FC036211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aon (HIBL Leeds),['66220'],AAA INSURANCE & REINSURANCE BROKERS LIMITED,4474263,england-wales,2015-07-01,2002-07-01,ltd,active,FALSE,FALSE,1eaac1e0c25d561ded67b13891a5fddbfdfc3997,TRUE,liquidation,TRUE,FALSE,FALSE,TRUE,,EC4M 7AU,London,30 Old Bailey,2020-01-31,2021-01-31,TRUE,2019-01-01,2018-12-31,full,2018-01-01,2018-12-31,2021-01-31,2020-01-31,31,1,TRUE,2021-07-01,TRUE,2020-07-01,2021-07-15,/company/04474263,/company/04474263/filing-history,/company/04474263/officers,/company/04474263/persons-with-significant-control,,"[{'name': 'AAA INSURANCE AND REINSURANCE BROKERS LIMITED', 'ceased_on': '2002-09-26', 'effective_from': '2002-09-18'}, {'name': 'INPUTMOUNT LIMITED', 'ceased_on': '2002-09-18', 'effective_from': '2002-07-01'}]",,/company/04474263/charges,,,/company/04474263/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur J Gallagher (UK) Ltd (Belmont),['66220'],ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,SC108909,scotland,2016-01-16,1988-01-26,ltd,,FALSE,FALSE,ade3832e1a81f789d9a78dd57975599178e93ce6,FALSE,active,TRUE,FALSE,FALSE,TRUE,Scotland,G2 7AT,Glasgow,Spectrum Building,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2024-01-16,FALSE,2023-01-16,2024-01-30,/company/SC108909,/company/SC108909/filing-history,/company/SC108909/officers,/company/SC108909/persons-with-significant-control,Scotland,"[{'effective_from': '1995-08-15', 'name': 'GILES INSURANCE BROKERS LIMITED', 'ceased_on': '2014-05-06'}, {'effective_from': '1988-03-24', 'name': 'GILES INSURANCE SERVICES LIMITED', 'ceased_on': '1995-08-15'}, {'name': 'SKILLPLEDGE LIMITED', 'ceased_on': '1988-03-24', 'effective_from': '1988-01-26'}]",55 Blythswood Street,/company/SC108909/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oddie Dalton & Co Ltd,"['65120', '65202']",ODDIE DALTON & COMPANY LIMITED,1090813,england-wales,2015-09-10,1973-01-15,ltd,,FALSE,FALSE,b1f6d8aca9b3de082c50c275ada2df6ed2a0d0d1,FALSE,active,TRUE,FALSE,FALSE,TRUE,,NG2 6EP,Nottingham,124 Melton Road,2023-03-31,2023-12-31,FALSE,2022-04-01,2022-03-31,unaudited-abridged,2021-04-01,2022-03-31,2023-12-31,2023-03-31,31,3,FALSE,2023-09-10,FALSE,2022-09-10,2023-09-24,/company/01090813,/company/01090813/filing-history,/company/01090813/officers,/company/01090813/persons-with-significant-control,,,West Bridgford,/company/01090813/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkeley Insurance Group UK Ltd (Cleo),['66220'],BERKELEY INSURANCE GROUP UK LIMITED,1115635,england-wales,2015-11-03,1973-05-29,ltd,,FALSE,FALSE,188538275a5fa85f98e3fd3c32a8254cf4df2900,FALSE,active,TRUE,FALSE,FALSE,TRUE,,LE1 1QH,Leicester,2 Colton Square,2023-06-30,2024-03-31,FALSE,2022-07-01,2022-06-30,full,2021-07-01,2022-06-30,2024-03-31,2023-06-30,30,6,FALSE,2023-11-01,FALSE,2022-11-01,2023-11-15,/company/01115635,/company/01115635/filing-history,/company/01115635/officers,/company/01115635/persons-with-significant-control,,"[{'ceased_on': '2008-11-28', 'effective_from': '1995-10-31', 'name': 'BERKELEY, BURKE (UK) LTD'}, {'name': 'BERKELEY, BURKE (MIDLANDS) LIMITED', 'effective_from': '1973-05-29', 'ceased_on': '1995-10-31'}]",,/company/01115635/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clarke Dove (Insurance Brokers) Ltd (Cleo),['65120'],CLARKE DOVE (INSURANCE BROKERS) LIMITED,1620212,england-wales,2015-09-28,1982-03-05,ltd,,FALSE,FALSE,c615ae3f8269a69b712475e77ab05f19d9b6db65,FALSE,active,TRUE,FALSE,FALSE,TRUE,,NG3 5QR,Nottingham,906 Woodborough Road,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,total-exemption-full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2023-09-28,FALSE,2022-09-28,2023-10-12,/company/01620212,/company/01620212/filing-history,/company/01620212/officers,/company/01620212/persons-with-significant-control,,,Mapperley,/company/01620212/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur J Gallagher (UK) Ltd (Exeter - Stackhouse),['66220'],ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,SC108909,scotland,2016-01-16,1988-01-26,ltd,,FALSE,FALSE,ade3832e1a81f789d9a78dd57975599178e93ce6,FALSE,active,TRUE,FALSE,FALSE,TRUE,Scotland,G2 7AT,Glasgow,Spectrum Building,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2024-01-16,FALSE,2023-01-16,2024-01-30,/company/SC108909,/company/SC108909/filing-history,/company/SC108909/officers,/company/SC108909/persons-with-significant-control,Scotland,"[{'effective_from': '1995-08-15', 'name': 'GILES INSURANCE BROKERS LIMITED', 'ceased_on': '2014-05-06'}, {'effective_from': '1988-03-24', 'name': 'GILES INSURANCE SERVICES LIMITED', 'ceased_on': '1995-08-15'}, {'name': 'SKILLPLEDGE LIMITED', 'ceased_on': '1988-03-24', 'effective_from': '1988-01-26'}]",55 Blythswood Street,/company/SC108909/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathews Comfort & Co Ltd (Cleo),,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
SPF Private Clients Limited,['66220'],SPF PRIVATE CLIENTS LIMITED,3680970,england-wales,2015-12-04,1998-12-04,ltd,,FALSE,FALSE,2d8dbbcd043c9e2e06a6138de88e58d86cfb2063,FALSE,active,TRUE,FALSE,FALSE,TRUE,,EC3V 0BT,London,33 Gracechurch Street,2022-09-30,2023-06-30,FALSE,2022-01-01,2021-12-31,full,2021-01-01,2021-12-31,2023-06-30,2022-09-30,30,9,FALSE,2023-09-30,FALSE,2022-09-30,2023-10-14,/company/03680970,/company/03680970/filing-history,/company/03680970/officers,/company/03680970/persons-with-significant-control,England,"[{'ceased_on': '2011-05-18', 'effective_from': '2002-04-02', 'name': 'SAVILLS PRIVATE FINANCE LIMITED'}, {'ceased_on': '2002-04-02', 'name': 'SAVILLS FINANCIAL PLANNING LIMITED', 'effective_from': '2000-02-29'}, {'effective_from': '1999-03-10', 'name': 'NETMORTGAGE LIMITED', 'ceased_on': '2000-02-29'}, {'ceased_on': '1999-03-10', 'name': 'SAVILLS FINANCIAL PLANNING LIMITED', 'effective_from': '1998-12-04'}]",,/company/03680970/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur J Gallagher (UK) Ltd (Stackhouse Poole),['66220'],ARTHUR J. GALLAGHER INSURANCE BROKERS LIMITED,SC108909,scotland,2016-01-16,1988-01-26,ltd,,FALSE,FALSE,ade3832e1a81f789d9a78dd57975599178e93ce6,FALSE,active,TRUE,FALSE,FALSE,TRUE,Scotland,G2 7AT,Glasgow,Spectrum Building,2023-12-31,2024-09-30,FALSE,2023-01-01,2022-12-31,full,2022-01-01,2022-12-31,2024-09-30,2023-12-31,31,12,FALSE,2024-01-16,FALSE,2023-01-16,2024-01-30,/company/SC108909,/company/SC108909/filing-history,/company/SC108909/officers,/company/SC108909/persons-with-significant-control,Scotland,"[{'effective_from': '1995-08-15', 'name': 'GILES INSURANCE BROKERS LIMITED', 'ceased_on': '2014-05-06'}, {'effective_from': '1988-03-24', 'name': 'GILES INSURANCE SERVICES LIMITED', 'ceased_on': '1995-08-15'}, {'name': 'SKILLPLEDGE LIMITED', 'ceased_on': '1988-03-24', 'effective_from': '1988-01-26'}]",55 Blythswood Street,/company/SC108909/charges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Web Shaw Ltd t/a Jacksons,,CENTURY INSURANCE BROKER CO LTD (REPRESENTATIVE OFFICE),FC032718,united-kingdom,,2015-05-01,oversea-company,,FALSE,,49aff099ee1e3fd009e3642cd740d171cbaae8d0,FALSE,active,FALSE,,,FALSE,Beijing,,"Xichend District,","Room 1937-1943a, Building 10 - Building 6,8,10,12,16,18,",2015-12-31,,FALSE,,2014-12-31,null,,2014-12-31,,2015-12-31,,,FALSE,,,,,/company/FC032718,/company/FC032718/filing-history,/company/FC032718/officers,,,,"Xuanwumenwai Street,",,,,,,,,,110102005766463,/company/FC032718/uk-establishments,3,31,12,1,1,accounting-requirements-of-originating-country-apply,accounts-publication-date-supplied-by-company,"Company Law Of China, Insurance Law Of China - Provisions Of The Supervision & Administration Of Insurance Brokerage Institutions (2013 Revision)",Limited Private Company,CHINA,Beijing Administation For Industry And Commerce (Baic),"Establish Insurance Plans For The Insurance Applicant, Choose The Insurer, Perfo",110102005766463,FALSE,,,,,,,,,,,,
David Oliver Associates,['66220'],LEWIS OLIVER INSURANCE BROKERS LIMITED,10191096,england-wales,,2016-05-20,ltd,,FALSE,,87010424b5b73317a8c248fd31743838be3bc7de,FALSE,dissolved,FALSE,FALSE,FALSE,FALSE,,CV3 2UB,Coventry,One Eastwood Harry Weston Road,,,,,2021-03-31,small,,2021-03-31,,,31,3,,,,,,/company/10191096,/company/10191096/filing-history,/company/10191096/officers,/company/10191096/persons-with-significant-control,England,"[{'ceased_on': '2017-02-09', 'name': 'LEWIS OLIVER BROKERS LIMITED', 'effective_from': '2016-05-20'}]",Binley Business Park,,,2022-09-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Towergate (Smith & Pinching GIS),['99999'],SMITH & PINCHING GENERAL INSURANCE SERVICES LIMITED,2426474,england-wales,2015-09-26,1989-09-26,ltd,active,FALSE,FALSE,2d972edc7dd487905c25175bd90b94b7660345ac,TRUE,dissolved,TRUE,FALSE,FALSE,FALSE,,E14 5GL,London,15 Canada Square,,,,,2017-12-31,dormant,,2017-12-31,,,31,12,,,,,,/company/02426474,/company/02426474/filing-history,/company/02426474/officers,/company/02426474/persons-with-significant-control,,"[{'name': 'ROGER SMITH INSURANCE CONSULTANTS LIMITED', 'effective_from': '1989-09-26', 'ceased_on': '1998-01-01'}]",,/company/02426474/charges,,2021-01-15,/company/02426474/insolvency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
